identifier,X,Y,rmse,mae,mean_rel_error,lpips,lacunarity_error
20180722_hrrrt19_idw,10.0,0.98,40.05338668823242,30.147544860839844,0.4100140631198883,0.3266412615776062,0.2548428083491572
20180722_hrrrt19_ordinary_kriging,10.0,0.98,49.211273193359375,38.36777877807617,0.510556697845459,0.3393757939338684,0.2790131297625626
20180722_hrrrt19_pk,10.0,0.98,33.23173522949219,25.563392639160156,0.19120080769062042,0.13332143425941467,0.16187863070369757
20180722_hrrrt19_npk,1.0,0.98,63.26322937011719,52.58555221557617,0.35716262459754944,0.2403278350830078,0.18847490061273905
20180722_hrrrt19_idw,1.0,0.98,56.11563491821289,43.84788131713867,0.5423699617385864,0.5537113547325134,0.2673843674368759
20180722_hrrrt19_ordinary_kriging,1.0,0.98,60.352928161621094,50.11168670654297,0.6158285737037659,0.5362572073936462,0.2958241025745473
20180722_hrrrt19_pk,1.0,0.98,49.121673583984375,40.057098388671875,0.2903904914855957,0.22637595236301422,0.15043757327266585
20180722_hrrrt19_npk,20.0,0.98,19.906103134155273,13.697588920593262,0.10883411020040512,0.07957906275987625,0.05763616744208569
20180722_hrrrt19_idw,20.0,0.98,22.908489227294922,17.76624870300293,0.2637791335582733,0.18420110642910004,0.18872176083100697
20180722_hrrrt19_ordinary_kriging,20.0,0.98,27.019941329956055,20.417150497436523,0.3012280762195587,0.21465076506137848,0.21114777480418132
20180722_hrrrt19_pk,20.0,0.98,19.19381332397461,13.895599365234375,0.11228097975254059,0.08960841596126556,0.035441516477958755
20180722_hrrrt19_npk,30.0,0.98,11.955796241760254,9.18863296508789,0.087310791015625,0.08750775456428528,0.04885774620538198
20180722_hrrrt19_idw,30.0,0.98,22.744647979736328,17.393653869628906,0.27756139636039734,0.19109752774238586,0.17949983617110088
20180722_hrrrt19_ordinary_kriging,30.0,0.98,21.26679229736328,15.647489547729492,0.26542070508003235,0.1950606107711792,0.17531713846009095
20180722_hrrrt19_pk,30.0,0.98,11.935075759887695,8.77055835723877,0.08148710429668427,0.0645434558391571,0.03532926707915032
20180722_hrrrt19_npk,5.0,0.98,35.89244079589844,28.955293655395508,0.21285076439380646,0.16000454127788544,0.1756338996491965
20180722_hrrrt19_idw,5.0,0.98,40.96890640258789,31.387975692749023,0.41275179386138916,0.35662397742271423,0.26625852927027255
20180722_hrrrt19_ordinary_kriging,5.0,0.98,45.20820236206055,32.806270599365234,0.4350665509700775,0.2914960980415344,0.2682686191457628
20180722_hrrrt19_pk,5.0,0.98,38.26593780517578,31.558019638061523,0.24644909799098969,0.15637913346290588,0.2992861804231654
20180728_hrrrt23_npk,10.0,0.98,62.93608856201172,52.22213363647461,0.2924482822418213,0.19697780907154083,0.2607968812455565
20180728_hrrrt23_idw,10.0,0.98,18.33543586730957,13.704909324645996,0.16169433295726776,0.24156707525253296,0.11100239258095769
20180728_hrrrt23_ordinary_kriging,10.0,0.98,27.88376235961914,22.0867919921875,0.2234547883272171,0.2859272360801697,0.13654444619305142
20180728_hrrrt23_pk,10.0,0.98,60.522220611572266,49.705596923828125,0.2762768864631653,0.18456417322158813,0.25483758454998323
20180728_hrrrt23_npk,1.0,0.98,94.146240234375,87.78697967529297,0.4887327253818512,0.43637070059776306,0.32281219080509094
20180728_hrrrt23_idw,1.0,0.98,18.20405387878418,11.749013900756836,0.15712031722068787,0.5921173095703125,0.06408338054270579
20180728_hrrrt23_ordinary_kriging,1.0,0.98,24.700603485107422,19.14595603942871,0.2121436893939972,0.4934033751487732,0.13471368266491482
20180728_hrrrt23_pk,1.0,0.98,70.00875091552734,61.40410232543945,0.34807851910591125,0.403174489736557,0.2908522449310517
20180728_hrrrt23_npk,20.0,0.98,18.57084846496582,13.9951171875,0.0862029492855072,0.049480024725198746,0.08225671639486436
20180728_hrrrt23_idw,20.0,0.98,16.91027069091797,11.075984001159668,0.1647418588399887,0.19281984865665436,0.10595457554568144
20180728_hrrrt23_ordinary_kriging,20.0,0.98,27.090599060058594,21.168142318725586,0.23344366252422333,0.21580415964126587,0.13093825944266213
20180728_hrrrt23_pk,20.0,0.98,15.886614799499512,11.488917350769043,0.06976930052042007,0.031197164207696915,0.04556721971643314
20180728_hrrrt23_npk,30.0,0.98,10.522391319274902,7.718619346618652,0.048338066786527634,0.02187243290245533,0.052704183653912176
20180728_hrrrt23_idw,30.0,0.98,14.113518714904785,8.944561004638672,0.1599699705839157,0.16258814930915833,0.08465316068791096
20180728_hrrrt23_ordinary_kriging,30.0,0.98,27.111642837524414,21.47559356689453,0.24348598718643188,0.25813525915145874,0.12197146253219517
20180728_hrrrt23_pk,30.0,0.98,9.643555641174316,7.296989917755127,0.047740403562784195,0.017650332301855087,0.04564958913579561
20180728_hrrrt23_npk,5.0,0.98,68.58628845214844,57.44064712524414,0.3195369243621826,0.19091783463954926,0.3056284582834837
20180728_hrrrt23_idw,5.0,0.98,19.38690185546875,14.911099433898926,0.16114039719104767,0.2805998921394348,0.11634961330849355
20180728_hrrrt23_ordinary_kriging,5.0,0.98,28.807737350463867,23.256166458129883,0.21780730783939362,0.3346547782421112,0.14233026713123337
20180728_hrrrt23_pk,5.0,0.98,71.88642883300781,57.944007873535156,0.32329851388931274,0.19868813455104828,0.3472159489741946
20180802_hrrrt21_npk,10.0,0.98,70.22454071044922,59.58909606933594,0.3162590563297272,0.22463902831077576,0.29772115456793696
20180802_hrrrt21_idw,10.0,0.98,20.594026565551758,15.33767318725586,0.19913439452648163,0.3325653076171875,0.1164282841525342
20180802_hrrrt21_ordinary_kriging,10.0,0.98,29.73985481262207,23.808515548706055,0.26290345191955566,0.32149285078048706,0.12984979011735612
20180802_hrrrt21_pk,10.0,0.98,48.31748580932617,39.5850944519043,0.20730337500572205,0.1363416314125061,0.18440018794057844
20180802_hrrrt21_npk,1.0,0.98,116.64867401123047,107.59713745117188,0.5479092001914978,0.45270147919654846,0.36323355039158556
20180802_hrrrt21_idw,1.0,0.98,23.428966522216797,18.089004516601562,0.2101045846939087,0.5433447360992432,0.12443119813875421
20180802_hrrrt21_ordinary_kriging,1.0,0.98,29.013931274414062,23.266271591186523,0.24786123633384705,0.5256564617156982,0.13310486056465468
20180802_hrrrt21_pk,1.0,0.98,90.6578369140625,80.8658218383789,0.4212055504322052,0.33459675312042236,0.354253102193698
20180802_hrrrt21_npk,20.0,0.98,17.049041748046875,12.321330070495605,0.07133685797452927,0.04006124660372734,0.028919147705256665
20180802_hrrrt21_idw,20.0,0.98,18.402122497558594,13.275251388549805,0.20374000072479248,0.16947856545448303,0.10302321170963787
20180802_hrrrt21_ordinary_kriging,20.0,0.98,28.485363006591797,23.022275924682617,0.27200496196746826,0.18353056907653809,0.12394921943293602
20180802_hrrrt21_pk,20.0,0.98,17.819355010986328,12.606810569763184,0.07131385803222656,0.035886332392692566,0.014043869135603
20180802_hrrrt21_npk,30.0,0.98,8.951266288757324,6.6161088943481445,0.04114573076367378,0.024581609293818474,0.024722482482376008
20180802_hrrrt21_idw,30.0,0.98,16.810184478759766,12.610878944396973,0.21294225752353668,0.14767210185527802,0.08751569618563086
20180802_hrrrt21_ordinary_kriging,30.0,0.98,28.018268585205078,23.213041305541992,0.2785978317260742,0.19922401010990143,0.1141999256094313
20180802_hrrrt21_pk,30.0,0.98,9.13178539276123,6.65969181060791,0.04725788161158562,0.02557884156703949,0.013515224279124395
20180802_hrrrt21_npk,5.0,0.98,77.21664428710938,66.09429931640625,0.35191860795021057,0.23851236701011658,0.3557368033148077
20180802_hrrrt21_idw,5.0,0.98,21.369840621948242,15.901849746704102,0.19519631564617157,0.37671416997909546,0.11740300691393758
20180802_hrrrt21_ordinary_kriging,5.0,0.98,29.21420669555664,23.349178314208984,0.2538025379180908,0.2777376174926758,0.13176156952936688
20180802_hrrrt21_pk,5.0,0.98,58.52949523925781,48.341087341308594,0.2585837244987488,0.17363689839839935,0.2710933932675011
20180802_hrrrt23_npk,10.0,0.98,52.23601531982422,42.515052795410156,0.2260323315858841,0.17780658602714539,0.2109933378038906
20180802_hrrrt23_idw,10.0,0.98,24.710798263549805,18.266069412231445,0.22331395745277405,0.38624295592308044,0.13979135652963748
20180802_hrrrt23_ordinary_kriging,10.0,0.98,35.123443603515625,28.04095458984375,0.2992652654647827,0.33669084310531616,0.1549643923062104
20180802_hrrrt23_pk,10.0,0.98,56.05387496948242,42.7618522644043,0.2232898622751236,0.14251300692558289,0.2194246065499674
20180802_hrrrt23_npk,1.0,0.98,114.26091766357422,107.25592041015625,0.555263876914978,0.4269181191921234,0.31628384382330915
20180802_hrrrt23_idw,1.0,0.98,26.948509216308594,21.139793395996094,0.230000302195549,0.5780133008956909,0.14720402268439894
20180802_hrrrt23_ordinary_kriging,1.0,0.98,33.71446228027344,27.501232147216797,0.27772584557533264,0.5270578861236572,0.15834311588908853
20180802_hrrrt23_pk,1.0,0.98,92.68814086914062,82.81754302978516,0.4265359044075012,0.3891017735004425,0.3036495996381444
20180802_hrrrt23_npk,20.0,0.98,21.318695068359375,14.519072532653809,0.0843963548541069,0.04469180107116699,0.026869788451931102
20180802_hrrrt23_idw,20.0,0.98,21.10947036743164,15.276472091674805,0.22091513872146606,0.20431971549987793,0.11972181247574744
20180802_hrrrt23_ordinary_kriging,20.0,0.98,33.29964828491211,27.08880043029785,0.3048698604106903,0.2266097068786621,0.14658924929504047
20180802_hrrrt23_pk,20.0,0.98,19.0750789642334,12.966270446777344,0.075138159096241,0.0660654753446579,0.05006974668643035
20180802_hrrrt23_npk,30.0,0.98,10.326436042785645,7.439330577850342,0.04776355251669884,0.0303586944937706,0.02791729618797903
20180802_hrrrt23_idw,30.0,0.98,18.910730361938477,14.5,0.22715459764003754,0.17160534858703613,0.0996646930388158
20180802_hrrrt23_ordinary_kriging,30.0,0.98,32.291160583496094,27.179218292236328,0.3071850538253784,0.2172612100839615,0.13350579480184563
20180802_hrrrt23_pk,30.0,0.98,9.971343040466309,7.364537239074707,0.048970967531204224,0.020346445962786674,0.02723330658703377
20180802_hrrrt23_npk,5.0,0.98,69.59886932373047,58.85714340209961,0.3085816502571106,0.20311564207077026,0.2960814850449013
20180802_hrrrt23_idw,5.0,0.98,25.23768424987793,18.6569881439209,0.2170596420764923,0.4258284866809845,0.1401314452747681
20180802_hrrrt23_ordinary_kriging,5.0,0.98,34.26616287231445,27.41623878479004,0.28716251254081726,0.29947853088378906,0.1569539515392481
20180802_hrrrt23_pk,5.0,0.98,66.12962341308594,54.71192932128906,0.295989066362381,0.21062222123146057,0.3244689957619093
20180804_hrrrt21_npk,10.0,0.98,58.52463912963867,48.818824768066406,0.2570897042751312,0.21654000878334045,0.22059078162910303
20180804_hrrrt21_idw,10.0,0.98,22.066932678222656,17.504474639892578,0.1560763269662857,0.4059446454048157,0.12679891006385
20180804_hrrrt21_ordinary_kriging,10.0,0.98,31.217496871948242,25.529155731201172,0.21288026869297028,0.334066241979599,0.14236998988929067
20180804_hrrrt21_pk,10.0,0.98,67.3127212524414,54.549400329589844,0.27987298369407654,0.21647116541862488,0.2434540175054773
20180804_hrrrt21_npk,1.0,0.98,112.24488067626953,104.44600677490234,0.5428332090377808,0.42683836817741394,0.3584690899408837
20180804_hrrrt21_idw,1.0,0.98,30.587940216064453,25.256656646728516,0.19759175181388855,0.618822455406189,0.14650311449900771
20180804_hrrrt21_ordinary_kriging,1.0,0.98,32.870399475097656,27.21819496154785,0.21238365769386292,0.5283600687980652,0.14728457063643272
20180804_hrrrt21_pk,1.0,0.98,96.79598236083984,86.30028533935547,0.44099152088165283,0.44246867299079895,0.3225979250105286
20180804_hrrrt21_npk,20.0,0.98,18.710277557373047,12.9575834274292,0.06873050332069397,0.04628375172615051,0.019693536588264095
20180804_hrrrt21_idw,20.0,0.98,20.493871688842773,15.478791236877441,0.16022978723049164,0.19218336045742035,0.11586483841250968
20180804_hrrrt21_ordinary_kriging,20.0,0.98,31.000757217407227,25.054927825927734,0.22444815933704376,0.20205728709697723,0.13729247772355602
20180804_hrrrt21_pk,20.0,0.98,21.49701690673828,15.693864822387695,0.08254582434892654,0.03897719830274582,0.05272252143002717
20180804_hrrrt21_npk,30.0,0.98,9.503816604614258,7.028940200805664,0.04070954769849777,0.025020739063620567,0.011576911803401091
20180804_hrrrt21_idw,30.0,0.98,20.259593963623047,15.499302864074707,0.16943737864494324,0.14975638687610626,0.10578128544517112
20180804_hrrrt21_ordinary_kriging,30.0,0.98,31.072490692138672,25.337865829467773,0.23050126433372498,0.18820372223854065,0.1290740662897086
20180804_hrrrt21_pk,30.0,0.98,9.472097396850586,6.740455150604248,0.04298308864235878,0.026726940646767616,0.019661495067060747
20180804_hrrrt21_npk,5.0,0.98,62.779911041259766,54.00231170654297,0.28180885314941406,0.23849299550056458,0.23736072064157557
20180804_hrrrt21_idw,5.0,0.98,22.84271240234375,17.93653678894043,0.15902850031852722,0.44305726885795593,0.1312777743355772
20180804_hrrrt21_ordinary_kriging,5.0,0.98,30.663982391357422,24.692445755004883,0.20959365367889404,0.3081945776939392,0.14597633452358513
20180804_hrrrt21_pk,5.0,0.98,70.78305053710938,59.21287536621094,0.3202053904533386,0.25287675857543945,0.3356934440899107
20180805_hrrrt22_npk,10.0,0.98,66.56592559814453,54.535667419433594,0.2761746346950531,0.2222067415714264,0.25040868291681073
20180805_hrrrt22_idw,10.0,0.98,19.901199340820312,14.579061508178711,0.1919483095407486,0.35690322518348694,0.09818076183992944
20180805_hrrrt22_ordinary_kriging,10.0,0.98,25.733686447143555,19.801193237304688,0.2294321358203888,0.30074459314346313,0.10601551848078303
20180805_hrrrt22_pk,10.0,0.98,60.840187072753906,50.122501373291016,0.24964718520641327,0.1906295120716095,0.22036909145647507
20180805_hrrrt22_npk,1.0,0.98,110.7209701538086,102.88166046142578,0.5170992612838745,0.4734484553337097,0.3075497317978228
20180805_hrrrt22_idw,1.0,0.98,23.45417594909668,17.712770462036133,0.20510876178741455,0.5951512455940247,0.10685101423285562
20180805_hrrrt22_ordinary_kriging,1.0,0.98,25.573707580566406,19.598373413085938,0.21967585384845734,0.6036577820777893,0.1101048943583448
20180805_hrrrt22_pk,1.0,0.98,100.27188110351562,89.6991958618164,0.44513532519340515,0.4592379629611969,0.3394261305834048
20180805_hrrrt22_npk,20.0,0.98,17.884117126464844,12.107110023498535,0.06873781234025955,0.0285777747631073,0.03655395901691761
20180805_hrrrt22_idw,20.0,0.98,19.193965911865234,13.21757698059082,0.20383863151073456,0.171800896525383,0.08948331431055194
20180805_hrrrt22_ordinary_kriging,20.0,0.98,25.467241287231445,19.366493225097656,0.24697370827198029,0.16707590222358704,0.10257315932923419
20180805_hrrrt22_pk,20.0,0.98,16.07785987854004,11.652104377746582,0.06468724459409714,0.030365262180566788,0.024861685621487613
20180805_hrrrt22_npk,30.0,0.98,8.630389213562012,6.461297035217285,0.041227299720048904,0.022941727191209793,0.023170213762877583
20180805_hrrrt22_idw,30.0,0.98,17.72714614868164,12.981171607971191,0.21019971370697021,0.13950717449188232,0.07455845089097417
20180805_hrrrt22_ordinary_kriging,30.0,0.98,24.891311645507812,19.522315979003906,0.24953198432922363,0.16209885478019714,0.09217934082061695
20180805_hrrrt22_pk,30.0,0.98,8.567195892333984,6.617107391357422,0.04221411794424057,0.015460046008229256,0.01803474834021408
20180805_hrrrt22_npk,5.0,0.98,78.60440826416016,67.03622436523438,0.33929479122161865,0.27627599239349365,0.32554511930923496
20180805_hrrrt22_idw,5.0,0.98,20.741384506225586,15.084275245666504,0.19079487025737762,0.3973124623298645,0.09931618569013285
20180805_hrrrt22_ordinary_kriging,5.0,0.98,25.772573471069336,19.590442657470703,0.22629669308662415,0.2777138948440552,0.10832740010126456
20180805_hrrrt22_pk,5.0,0.98,72.15597534179688,59.31836700439453,0.29838114976882935,0.23034951090812683,0.30601036552724764
20180807_hrrrt20_npk,10.0,0.98,28.898120880126953,24.594249725341797,0.19612544775009155,0.056210555136203766,0.2475295368298382
20180807_hrrrt20_idw,10.0,0.98,25.774965286254883,20.105234146118164,0.2669779658317566,0.20512981712818146,0.2304043451561415
20180807_hrrrt20_ordinary_kriging,10.0,0.98,47.04056167602539,39.75020217895508,0.47499415278434753,0.3402450978755951,0.28304458003144967
20180807_hrrrt20_pk,10.0,0.98,22.683900833129883,17.782123565673828,0.13560447096824646,0.03560246154665947,0.12546951508064286
20180807_hrrrt20_npk,1.0,0.98,66.52887725830078,55.82667541503906,0.3703058362007141,0.36536067724227905,0.21415162431619283
20180807_hrrrt20_idw,1.0,0.98,45.30361557006836,35.260108947753906,0.40510231256484985,0.5548621416091919,0.22665995578578974
20180807_hrrrt20_ordinary_kriging,1.0,0.98,58.308536529541016,48.193294525146484,0.5646878480911255,0.4690983295440674,0.29307740600392584
20180807_hrrrt20_pk,1.0,0.98,43.718658447265625,36.67739486694336,0.27169597148895264,0.2585555911064148,0.2542219293376507
20180807_hrrrt20_npk,20.0,0.98,17.937911987304688,12.289288520812988,0.08878197520971298,0.030865535140037537,0.0225538908481925
20180807_hrrrt20_idw,20.0,0.98,21.367284774780273,15.837656021118164,0.20398734509944916,0.11199767887592316,0.18733007259522727
20180807_hrrrt20_ordinary_kriging,20.0,0.98,23.906349182128906,18.87213897705078,0.23225897550582886,0.140029177069664,0.19908811287278277
20180807_hrrrt20_pk,20.0,0.98,15.497654914855957,11.42177963256836,0.08640526980161667,0.027220088988542557,0.08428516682873759
20180807_hrrrt20_npk,30.0,0.98,10.778225898742676,7.974895477294922,0.06909027695655823,0.020704464986920357,0.09786353988675624
20180807_hrrrt20_idw,30.0,0.98,16.675485610961914,13.072524070739746,0.2101493626832962,0.08998530358076096,0.16965942840261045
20180807_hrrrt20_ordinary_kriging,30.0,0.98,15.790325164794922,11.63424015045166,0.19127583503723145,0.13315995037555695,0.14872014595430438
20180807_hrrrt20_pk,30.0,0.98,10.612086296081543,7.834434509277344,0.06819749623537064,0.019067835062742233,0.08677950644087748
20180807_hrrrt20_npk,5.0,0.98,40.79920959472656,34.08787155151367,0.2515392601490021,0.09293293952941895,0.2528542014624561
20180807_hrrrt20_idw,5.0,0.98,29.526718139648438,22.08196258544922,0.2845333516597748,0.2602345943450928,0.24981395347202157
20180807_hrrrt20_ordinary_kriging,5.0,0.98,45.25872039794922,38.71146011352539,0.44281983375549316,0.30814817547798157,0.2876597103252846
20180807_hrrrt20_pk,5.0,0.98,28.145334243774414,24.039762496948242,0.20035320520401,0.05632037669420242,0.2548454421576682
20180808_hrrrt20_npk,10.0,0.98,56.31650924682617,45.18388748168945,0.24650812149047852,0.1860477477312088,0.13732935872919766
20180808_hrrrt20_idw,10.0,0.98,30.044456481933594,22.11771011352539,0.15247933566570282,0.3139851689338684,0.14445222160260116
20180808_hrrrt20_ordinary_kriging,10.0,0.98,31.97563934326172,24.350963592529297,0.1607845425605774,0.20870181918144226,0.13960464331874123
20180808_hrrrt20_pk,10.0,0.98,55.30706787109375,44.19474411010742,0.23659645020961761,0.17633631825447083,0.12173985820315937
20180808_hrrrt20_npk,1.0,0.98,105.25729370117188,92.52638244628906,0.521589457988739,0.4292955994606018,0.27605327902204935
20180808_hrrrt20_idw,1.0,0.98,40.862545013427734,31.365385055541992,0.23377825319766998,0.6082214117050171,0.11251039793449297
20180808_hrrrt20_ordinary_kriging,1.0,0.98,46.42554473876953,38.578895568847656,0.2858361601829529,0.48761534690856934,0.19034043482296698
20180808_hrrrt20_pk,1.0,0.98,84.62604522705078,71.090576171875,0.4063592255115509,0.3723447918891907,0.18285326431399837
20180808_hrrrt20_npk,20.0,0.98,17.14789581298828,12.939579010009766,0.07564389705657959,0.05184665322303772,0.01438486594672197
20180808_hrrrt20_idw,20.0,0.98,24.287622451782227,18.421422958374023,0.15428337454795837,0.1897660493850708,0.14155879757889903
20180808_hrrrt20_ordinary_kriging,20.0,0.98,21.826744079589844,15.99481201171875,0.12730102241039276,0.15681558847427368,0.13181894879411318
20180808_hrrrt20_pk,20.0,0.98,19.886903762817383,14.861227035522461,0.08481133729219437,0.042979080229997635,0.0521415157614962
20180808_hrrrt20_npk,30.0,0.98,17.534067153930664,12.056485176086426,0.06904055923223495,0.04035479202866554,0.06879903969863843
20180808_hrrrt20_idw,30.0,0.98,22.300048828125,16.224546432495117,0.13680772483348846,0.1660374104976654,0.13248020652780165
20180808_hrrrt20_ordinary_kriging,30.0,0.98,20.858232498168945,14.497559547424316,0.11787325143814087,0.15189407765865326,0.1212911085760111
20180808_hrrrt20_pk,30.0,0.98,14.2802734375,10.006975173950195,0.05406787246465683,0.03213733062148094,0.07442925574769307
20180808_hrrrt20_npk,5.0,0.98,69.67700958251953,58.14670944213867,0.3260467052459717,0.2004297375679016,0.1592500888982906
20180808_hrrrt20_idw,5.0,0.98,25.651025772094727,19.171377182006836,0.18300482630729675,0.35597580671310425,0.1597852776990692
20180808_hrrrt20_ordinary_kriging,5.0,0.98,28.433931350708008,21.574254989624023,0.19857129454612732,0.1967373937368393,0.15517618464887833
20180808_hrrrt20_pk,5.0,0.98,61.588462829589844,50.17527770996094,0.28447771072387695,0.17300035059452057,0.1585679122064156
20180810_hrrrt23_npk,10.0,0.98,68.8233642578125,56.04339599609375,0.3425954580307007,0.2269723266363144,0.127855325283839
20180810_hrrrt23_idw,10.0,0.98,41.01371383666992,27.034988403320312,0.3203718066215515,0.3959032893180847,0.206301765455311
20180810_hrrrt23_ordinary_kriging,10.0,0.98,41.82304763793945,28.597232818603516,0.3266817331314087,0.3453284204006195,0.21346247231669987
20180810_hrrrt23_pk,10.0,0.98,48.46483612060547,38.20588302612305,0.24992536008358002,0.19604463875293732,0.0941350745112386
20180810_hrrrt23_npk,1.0,0.98,99.45683288574219,90.85379791259766,0.5207860469818115,0.3675336539745331,0.09901972643797292
20180810_hrrrt23_idw,1.0,0.98,37.04755401611328,24.640039443969727,0.2850427031517029,0.5901259183883667,0.20573174779697992
20180810_hrrrt23_ordinary_kriging,1.0,0.98,45.596134185791016,34.193294525146484,0.3480151891708374,0.5113028883934021,0.23140766746543803
20180810_hrrrt23_pk,1.0,0.98,90.37789916992188,77.35245513916016,0.45083749294281006,0.3499724268913269,0.29394049127555194
20180810_hrrrt23_npk,20.0,0.98,33.282711029052734,19.972536087036133,0.23690171539783478,0.11988243460655212,0.18000107671592186
20180810_hrrrt23_idw,20.0,0.98,44.075504302978516,26.166616439819336,0.35838451981544495,0.2763625979423523,0.20910301762264893
20180810_hrrrt23_ordinary_kriging,20.0,0.98,49.26219940185547,35.9884033203125,0.4090787470340729,0.3819248676300049,0.22403678609506955
20180810_hrrrt23_pk,20.0,0.98,23.35533905029297,15.627368927001953,0.1661609262228012,0.11601902544498444,0.1397855364352071
20180810_hrrrt23_npk,30.0,0.98,15.641511917114258,11.329846382141113,0.07094801962375641,0.06315740197896957,0.04579398778693699
20180810_hrrrt23_idw,30.0,0.98,22.251306533813477,17.80125617980957,0.11338187009096146,0.18382038176059723,0.1138364364497646
20180810_hrrrt23_ordinary_kriging,30.0,0.98,23.422548294067383,17.398883819580078,0.11495757848024368,0.17378607392311096,0.11310625435903279
20180810_hrrrt23_pk,30.0,0.98,16.23223114013672,11.914831161499023,0.07207344472408295,0.059023160487413406,0.061555564983521174
20180810_hrrrt23_npk,5.0,0.98,85.81279754638672,72.06808471679688,0.3994491994380951,0.24605201184749603,0.20473468432197575
20180810_hrrrt23_idw,5.0,0.98,39.83175277709961,27.628725051879883,0.30660730600357056,0.43065008521080017,0.2099959309639616
20180810_hrrrt23_ordinary_kriging,5.0,0.98,45.647560119628906,33.92060470581055,0.3492181897163391,0.4459945261478424,0.22798819168082005
20180810_hrrrt23_pk,5.0,0.98,78.19176483154297,61.73951721191406,0.35830196738243103,0.21212263405323029,0.22346094779495443
20180811_hrrrt23_npk,10.0,0.98,78.29015350341797,60.79793930053711,0.3267834782600403,0.26857417821884155,0.3182503013363239
20180811_hrrrt23_idw,10.0,0.98,28.067506790161133,22.33875846862793,0.22441920638084412,0.33391273021698,0.1631329298194638
20180811_hrrrt23_ordinary_kriging,10.0,0.98,32.35931396484375,25.312448501586914,0.2235036939382553,0.3185465335845947,0.10959431544961626
20180811_hrrrt23_pk,10.0,0.98,70.81208801269531,52.753570556640625,0.2774907648563385,0.22129929065704346,0.2733260375353378
20180811_hrrrt23_npk,1.0,0.98,121.66354370117188,109.45660400390625,0.5688656568527222,0.49707478284835815,0.2954755632450516
20180811_hrrrt23_idw,1.0,0.98,84.92212677001953,73.51380920410156,0.4509609043598175,0.6776015758514404,0.23890203643149424
20180811_hrrrt23_ordinary_kriging,1.0,0.98,86.00035095214844,79.96376037597656,0.47547948360443115,0.5992212891578674,0.18967593595754667
20180811_hrrrt23_pk,1.0,0.98,111.50397491455078,95.88917541503906,0.5013334155082703,0.47501203417778015,0.39107035249696126
20180811_hrrrt23_npk,20.0,0.98,23.58558464050293,16.192554473876953,0.10161148756742477,0.09578346461057663,0.08151750625363557
20180811_hrrrt23_idw,20.0,0.98,32.06688690185547,22.12358856201172,0.26918208599090576,0.20942199230194092,0.16487942455240917
20180811_hrrrt23_ordinary_kriging,20.0,0.98,28.844892501831055,20.11687469482422,0.244361013174057,0.21602895855903625,0.15611159617516793
20180811_hrrrt23_pk,20.0,0.98,24.601240158081055,16.9755859375,0.10298766195774078,0.09151613712310791,0.0748028384127629
20180811_hrrrt23_npk,30.0,0.98,16.201679229736328,11.143653869628906,0.07634548097848892,0.0638265460729599,0.018218167913478866
20180811_hrrrt23_idw,30.0,0.98,25.886735916137695,18.285564422607422,0.2454233467578888,0.18541410565376282,0.14146948087087013
20180811_hrrrt23_ordinary_kriging,30.0,0.98,23.30353546142578,16.27789306640625,0.21485280990600586,0.21837309002876282,0.1244987761116381
20180811_hrrrt23_pk,30.0,0.98,15.685861587524414,10.92070484161377,0.07058993726968765,0.05806276574730873,0.030252812392125763
20180811_hrrrt23_npk,5.0,0.98,78.3767318725586,66.00924682617188,0.35149773955345154,0.2519857585430145,0.27622116105440303
20180811_hrrrt23_idw,5.0,0.98,26.177560806274414,21.081192016601562,0.23051178455352783,0.3646933436393738,0.15185500028318738
20180811_hrrrt23_ordinary_kriging,5.0,0.98,28.57673454284668,22.077852249145508,0.21888546645641327,0.2769157290458679,0.10721620625197525
20180811_hrrrt23_pk,5.0,0.98,77.89956665039062,62.473087310791016,0.32916685938835144,0.2106042355298996,0.30040500220048694
20180817_hrrrt20_npk,10.0,0.98,63.886070251464844,52.178192138671875,0.2890300750732422,0.2047804296016693,0.2707777431753966
20180817_hrrrt20_idw,10.0,0.98,20.613784790039062,16.063467025756836,0.1515255719423294,0.34565049409866333,0.10000474486170942
20180817_hrrrt20_ordinary_kriging,10.0,0.98,26.367965698242188,20.519392013549805,0.18471820652484894,0.38299980759620667,0.12358579602855813
20180817_hrrrt20_pk,10.0,0.98,54.995582580566406,42.99628829956055,0.24138718843460083,0.1617479771375656,0.23323722491581397
20180817_hrrrt20_npk,1.0,0.98,99.51396179199219,90.6854019165039,0.4975087344646454,0.39791348576545715,0.33242273559451085
20180817_hrrrt20_idw,1.0,0.98,28.58061981201172,22.491371154785156,0.20162467658519745,0.5325134992599487,0.09991692146367613
20180817_hrrrt20_ordinary_kriging,1.0,0.98,29.936880111694336,23.759614944458008,0.2193092554807663,0.5646107792854309,0.12847925522164938
20180817_hrrrt20_pk,1.0,0.98,77.92245483398438,68.59590148925781,0.3781071901321411,0.30707937479019165,0.27217603123905365
20180817_hrrrt20_npk,20.0,0.98,22.188486099243164,16.376564025878906,0.0912158191204071,0.06800524890422821,0.03973185042184885
20180817_hrrrt20_idw,20.0,0.98,21.327802658081055,16.34910011291504,0.16934454441070557,0.19921818375587463,0.10840210376372146
20180817_hrrrt20_ordinary_kriging,20.0,0.98,26.24683380126953,20.638694763183594,0.19985586404800415,0.25081920623779297,0.12104629918167159
