identifier,X,Y,rmse,mae,mean_rel_error,lpips,lacunarity_error
20180817_hrrrt20_pk,20.0,0.98,22.796823501586914,15.848698616027832,0.0905672088265419,0.06967777013778687,0.055181659292348015
20180817_hrrrt20_npk,30.0,0.98,19.09898567199707,13.533473014831543,0.07420548051595688,0.046221259981393814,0.055430367975589485
20180817_hrrrt20_idw,30.0,0.98,21.068370819091797,15.742329597473145,0.16754601895809174,0.18597078323364258,0.10107708661872614
20180817_hrrrt20_ordinary_kriging,30.0,0.98,27.53412437438965,21.342050552368164,0.20330175757408142,0.24081572890281677,0.1136320971357277
20180817_hrrrt20_pk,30.0,0.98,19.04291343688965,13.308002471923828,0.07167568802833557,0.036530449986457825,0.05984812797706704
20180817_hrrrt20_npk,5.0,0.98,73.41490173339844,63.7767219543457,0.3592435419559479,0.2164161056280136,0.32628194374622455
20180817_hrrrt20_idw,5.0,0.98,21.840770721435547,17.087100982666016,0.16026671230793,0.3888586163520813,0.10747509447092805
20180817_hrrrt20_ordinary_kriging,5.0,0.98,26.118886947631836,20.532373428344727,0.18676748871803284,0.4032541811466217,0.12487521298241014
20180817_hrrrt20_pk,5.0,0.98,57.77357482910156,46.22450637817383,0.26075270771980286,0.16307733952999115,0.2639580380081302
20180819_hrrrt17_npk,10.0,0.98,59.69850540161133,48.149715423583984,0.3233836889266968,0.12234145402908325,0.39017283060101937
20180819_hrrrt17_idw,10.0,0.98,27.129045486450195,22.049633026123047,0.23507879674434662,0.3016362488269806,0.15314646255759176
20180819_hrrrt17_ordinary_kriging,10.0,0.98,29.342487335205078,23.702468872070312,0.24823834002017975,0.1454482525587082,0.1396852755821314
20180819_hrrrt17_pk,10.0,0.98,52.67206573486328,41.78669357299805,0.28505629301071167,0.09751909971237183,0.3343111080492602
20180819_hrrrt17_npk,1.0,0.98,87.42076110839844,70.64620208740234,0.42490628361701965,0.2539578676223755,0.25028895950968827
20180819_hrrrt17_idw,1.0,0.98,39.97248458862305,32.41888427734375,0.2734958827495575,0.5325738787651062,0.2185440934644587
20180819_hrrrt17_ordinary_kriging,1.0,0.98,58.575496673583984,47.36982345581055,0.5240795016288757,0.4175328016281128,0.2763287227327635
20180819_hrrrt17_pk,1.0,0.98,66.44258880615234,54.935115814208984,0.3604637682437897,0.16214843094348907,0.3810343441891064
20180819_hrrrt17_npk,20.0,0.98,21.445810317993164,15.286848068237305,0.12929251790046692,0.039698172360658646,0.09231047029883281
20180819_hrrrt17_idw,20.0,0.98,31.70034408569336,24.408910751342773,0.3440983295440674,0.1446613371372223,0.25829500671780853
20180819_hrrrt17_ordinary_kriging,20.0,0.98,22.292970657348633,16.736038208007812,0.23306362330913544,0.08881320804357529,0.1974057634246031
20180819_hrrrt17_pk,20.0,0.98,20.89372444152832,14.594603538513184,0.12405121326446533,0.04206354171037674,0.09970516884501357
20180819_hrrrt17_npk,30.0,0.98,19.495941162109375,13.102161407470703,0.10909992456436157,0.0345502644777298,0.1183288303889121
20180819_hrrrt17_idw,30.0,0.98,25.070722579956055,18.473501205444336,0.2200644314289093,0.08893583714962006,0.18378883845252109
20180819_hrrrt17_ordinary_kriging,30.0,0.98,17.857759475708008,13.116456985473633,0.17042697966098785,0.08284544944763184,0.13292663536109528
20180819_hrrrt17_pk,30.0,0.98,19.0157413482666,12.605727195739746,0.10317368805408478,0.032513778656721115,0.10626114765706388
20180819_hrrrt17_npk,5.0,0.98,55.09012985229492,45.48201370239258,0.31001409888267517,0.10828360170125961,0.3492578254806177
20180819_hrrrt17_idw,5.0,0.98,26.053295135498047,20.48381233215332,0.19859305024147034,0.35913488268852234,0.1462162419424378
20180819_hrrrt17_ordinary_kriging,5.0,0.98,26.837675094604492,20.461715698242188,0.2157386988401413,0.10093032568693161,0.16590998893274328
20180819_hrrrt17_pk,5.0,0.98,56.212074279785156,45.77549362182617,0.3236430585384369,0.10332953184843063,0.4093667590251331
20180823_hrrrt17_npk,10.0,0.98,20.693241119384766,16.450502395629883,0.196497842669487,0.06978646665811539,0.11473840202829746
20180823_hrrrt17_idw,10.0,0.98,39.88162612915039,30.58204460144043,0.4699902832508087,0.3139963150024414,0.3321110926674481
20180823_hrrrt17_ordinary_kriging,10.0,0.98,58.888736724853516,49.908870697021484,0.761238694190979,0.40923070907592773,0.41246987794071566
20180823_hrrrt17_pk,10.0,0.98,13.474969863891602,10.923757553100586,0.13477753102779388,0.04824179783463478,0.030588144406062175
20180823_hrrrt17_npk,1.0,0.98,72.65754699707031,58.64274978637695,0.559729278087616,0.33985868096351624,0.11144513307860426
20180823_hrrrt17_idw,1.0,0.98,54.803497314453125,43.67677688598633,0.6725461483001709,0.5801637768745422,0.39695001399549973
20180823_hrrrt17_ordinary_kriging,1.0,0.98,59.75665283203125,49.26430130004883,0.7497841715812683,0.46205905079841614,0.4259988228159226
20180823_hrrrt17_pk,1.0,0.98,44.994136810302734,34.6664924621582,0.37224698066711426,0.2352067530155182,0.2942050373491044
20180823_hrrrt17_npk,20.0,0.98,19.478099822998047,13.422032356262207,0.16261295974254608,0.04601529985666275,0.11322738399214784
20180823_hrrrt17_idw,20.0,0.98,17.098148345947266,12.39670467376709,0.1899111270904541,0.11907771974802017,0.24196692193268643
20180823_hrrrt17_ordinary_kriging,20.0,0.98,21.923967361450195,15.071101188659668,0.23071768879890442,0.11293430626392365,0.26297339072582376
20180823_hrrrt17_pk,20.0,0.98,13.469934463500977,10.123353958129883,0.11620554327964783,0.03525474667549133,0.08073606574419971
20180823_hrrrt17_npk,30.0,0.98,8.96617317199707,6.657252311706543,0.06509104371070862,0.023178040981292725,0.09534158927093929
20180823_hrrrt17_idw,30.0,0.98,17.00482940673828,12.461297035217285,0.12503060698509216,0.09815442562103271,0.19445750929993794
20180823_hrrrt17_ordinary_kriging,30.0,0.98,15.803226470947266,10.693862915039062,0.10798274725675583,0.06897550076246262,0.17154596379182388
20180823_hrrrt17_pk,30.0,0.98,9.708281517028809,7.341042518615723,0.06991724669933319,0.02439643256366253,0.07567835472482472
20180823_hrrrt17_npk,5.0,0.98,20.58936309814453,16.588899612426758,0.19345563650131226,0.10319225490093231,0.2076436145787795
20180823_hrrrt17_idw,5.0,0.98,45.854209899902344,34.64979553222656,0.5776803493499756,0.3844878077507019,0.3825051306855551
20180823_hrrrt17_ordinary_kriging,5.0,0.98,54.75252914428711,44.17086410522461,0.7046980857849121,0.24918445944786072,0.41004736030438577
20180823_hrrrt17_pk,5.0,0.98,16.97231674194336,13.255071640014648,0.16181448101997375,0.08987421542406082,0.17102943511436652
20180823_hrrrt21_npk,10.0,0.98,29.43290138244629,24.439382553100586,0.1964930295944214,0.11774289608001709,0.2562436119377999
20180823_hrrrt21_idw,10.0,0.98,25.348045349121094,19.645782470703125,0.2371513992547989,0.4272843599319458,0.2440491148251471
20180823_hrrrt21_ordinary_kriging,10.0,0.98,53.93793869018555,42.11201477050781,0.6097079515457153,0.35887840390205383,0.3619585088446356
20180823_hrrrt21_pk,10.0,0.98,25.927995681762695,19.740148544311523,0.15802288055419922,0.08582974970340729,0.21388221928608037
20180823_hrrrt21_npk,1.0,0.98,61.850616455078125,52.553993225097656,0.4365341365337372,0.25023409724235535,0.2732983491909421
20180823_hrrrt21_idw,1.0,0.98,57.80556869506836,43.45709991455078,0.6835888028144836,0.6106481552124023,0.35992696427747617
20180823_hrrrt21_ordinary_kriging,1.0,0.98,68.5135498046875,50.9260368347168,0.8279913067817688,0.4084700345993042,0.3825754830764078
20180823_hrrrt21_pk,1.0,0.98,57.34147644042969,45.88450622558594,0.3534301221370697,0.2768958806991577,0.07750551790860093
20180823_hrrrt21_npk,20.0,0.98,17.082685470581055,12.458956718444824,0.09972677379846573,0.0630975216627121,0.11410039700620518
20180823_hrrrt21_idw,20.0,0.98,18.53007698059082,15.203234672546387,0.16828463971614838,0.20926424860954285,0.1926141355137347
20180823_hrrrt21_ordinary_kriging,20.0,0.98,24.979589462280273,19.462923049926758,0.22682908177375793,0.12612955272197723,0.22245314108036654
20180823_hrrrt21_pk,20.0,0.98,15.341691017150879,10.85544490814209,0.0903865173459053,0.05321081355214119,0.10795595213110866
20180823_hrrrt21_npk,30.0,0.98,13.272923469543457,9.474546432495117,0.08350188285112381,0.055471211671829224,0.09832228029266397
20180823_hrrrt21_idw,30.0,0.98,21.220335006713867,17.705020904541016,0.208054319024086,0.17356985807418823,0.21333763587304733
20180823_hrrrt21_ordinary_kriging,30.0,0.98,21.726587295532227,16.618549346923828,0.1976623386144638,0.10840170830488205,0.19555040478637842
20180823_hrrrt21_pk,30.0,0.98,11.515264511108398,8.632158279418945,0.07659478485584259,0.039939675480127335,0.09453908904908358
20180823_hrrrt21_npk,5.0,0.98,37.81867218017578,30.966341018676758,0.2453538179397583,0.12530860304832458,0.1627260968607016
20180823_hrrrt21_idw,5.0,0.98,45.74216842651367,32.96762466430664,0.5442981719970703,0.4936830401420593,0.34508554536286673
20180823_hrrrt21_ordinary_kriging,5.0,0.98,61.14128494262695,47.49049377441406,0.7479529976844788,0.3904953896999359,0.3836206214274076
20180823_hrrrt21_pk,5.0,0.98,24.45944595336914,18.53070068359375,0.14233838021755219,0.07848288118839264,0.15733604241253127
20180827_hrrrt19_npk,10.0,0.98,62.41973876953125,52.79821014404297,0.29388317465782166,0.21948310732841492,0.27458071797831396
20180827_hrrrt19_idw,10.0,0.98,20.80890655517578,16.099809646606445,0.14017251133918762,0.41504737734794617,0.10166231948090429
20180827_hrrrt19_ordinary_kriging,10.0,0.98,26.015382766723633,20.661785125732422,0.1733088493347168,0.3666391670703888,0.11898655148607473
20180827_hrrrt19_pk,10.0,0.98,63.379337310791016,50.991146087646484,0.2820724546909332,0.20007756352424622,0.28703525801885343
20180827_hrrrt19_npk,1.0,0.98,103.42594909667969,95.54856872558594,0.5149956941604614,0.37421172857284546,0.31549071741653434
20180827_hrrrt19_idw,1.0,0.98,27.254751205444336,21.150888442993164,0.18055441975593567,0.6020601391792297,0.12392198708662065
20180827_hrrrt19_ordinary_kriging,1.0,0.98,27.889575958251953,21.80078887939453,0.18597851693630219,0.6250742077827454,0.12434115420516227
20180827_hrrrt19_pk,1.0,0.98,90.67790985107422,79.7308578491211,0.429935097694397,0.42794448137283325,0.3513728627920997
20180827_hrrrt19_npk,20.0,0.98,17.535560607910156,13.262129783630371,0.07499006390571594,0.052119288593530655,0.05901505243213502
20180827_hrrrt19_idw,20.0,0.98,20.043643951416016,14.916386604309082,0.14233838021755219,0.27501851320266724,0.09437898717570722
20180827_hrrrt19_ordinary_kriging,20.0,0.98,25.795568466186523,20.33475685119629,0.1777118444442749,0.25387001037597656,0.1126067074407871
20180827_hrrrt19_pk,20.0,0.98,20.747135162353516,15.014134407043457,0.08482862263917923,0.05023197829723358,0.07008886450383404
20180827_hrrrt19_npk,30.0,0.98,13.786236763000488,9.80090618133545,0.05631529539823532,0.03723312169313431,0.021462235378665564
20180827_hrrrt19_idw,30.0,0.98,20.262958526611328,15.399232864379883,0.1484541893005371,0.2401038110256195,0.09065318190569102
20180827_hrrrt19_ordinary_kriging,30.0,0.98,27.33251190185547,21.90655517578125,0.18526148796081543,0.23695383965969086,0.10860421659916086
20180827_hrrrt19_pk,30.0,0.98,16.142274856567383,11.092144012451172,0.06581318378448486,0.03976764529943466,0.0049530729274655525
20180827_hrrrt19_npk,5.0,0.98,57.19429397583008,49.75205612182617,0.2755725085735321,0.21107366681098938,0.2320479641009304
20180827_hrrrt19_idw,5.0,0.98,23.666393280029297,18.30678367614746,0.1561584174633026,0.458036869764328,0.11398113218155885
20180827_hrrrt19_ordinary_kriging,5.0,0.98,26.904312133789062,21.201696395874023,0.1796846091747284,0.3779701292514801,0.12271121099944793
20180827_hrrrt19_pk,5.0,0.98,66.79922485351562,55.39464569091797,0.3158005475997925,0.21765734255313873,0.3390896292509481
20180827_hrrrt20_npk,10.0,0.98,52.14509201049805,42.609981536865234,0.2431923747062683,0.18698760867118835,0.2217164972684692
20180827_hrrrt20_idw,10.0,0.98,21.530363082885742,16.447790145874023,0.14828172326087952,0.4096987247467041,0.11071254243909952
20180827_hrrrt20_ordinary_kriging,10.0,0.98,26.671066284179688,20.91727638244629,0.1820608526468277,0.3727220594882965,0.12739910994580214
20180827_hrrrt20_pk,10.0,0.98,53.771240234375,43.78783416748047,0.2548552453517914,0.16547226905822754,0.24895918776383752
20180827_hrrrt20_npk,1.0,0.98,98.58317565917969,89.52909088134766,0.4961755573749542,0.3409160077571869,0.3049577487763885
20180827_hrrrt20_idw,1.0,0.98,27.17763328552246,21.208580017089844,0.1838853806257248,0.6048531532287598,0.13253558274667013
20180827_hrrrt20_ordinary_kriging,1.0,0.98,27.592113494873047,21.634368896484375,0.1879257708787918,0.6327422857284546,0.1326538253838062
20180827_hrrrt20_pk,1.0,0.98,73.14360809326172,62.345703125,0.3476456105709076,0.33437836170196533,0.23608008581178125
20180827_hrrrt20_npk,20.0,0.98,22.884885787963867,17.43851089477539,0.10289378464221954,0.06694522500038147,0.07824010718158762
20180827_hrrrt20_idw,20.0,0.98,21.070531845092773,15.686603546142578,0.15154902637004852,0.2848380208015442,0.1040177972854236
20180827_hrrrt20_ordinary_kriging,20.0,0.98,26.602758407592773,20.719255447387695,0.18562081456184387,0.26584821939468384,0.1214996143010475
20180827_hrrrt20_pk,20.0,0.98,18.977508544921875,13.770639419555664,0.08138653635978699,0.04990842565894127,0.06845420228351151
20180827_hrrrt20_npk,30.0,0.98,12.387091636657715,8.905858039855957,0.05336299538612366,0.03864484652876854,0.020383303721252004
20180827_hrrrt20_idw,30.0,0.98,20.530813217163086,15.538005828857422,0.14990319311618805,0.24144935607910156,0.09585191324780822
20180827_hrrrt20_ordinary_kriging,30.0,0.98,28.17588996887207,22.245468139648438,0.18822425603866577,0.23274417221546173,0.11585195099103623
20180827_hrrrt20_pk,30.0,0.98,14.242111206054688,10.118942260742188,0.058733705431222916,0.04791617393493652,0.02897586987123694
20180827_hrrrt20_npk,5.0,0.98,65.775634765625,56.70940399169922,0.33084166049957275,0.23099499940872192,0.3199197852113158
20180827_hrrrt20_idw,5.0,0.98,24.20421028137207,18.55961036682129,0.1636827439069748,0.45870351791381836,0.12030218278587786
20180827_hrrrt20_ordinary_kriging,5.0,0.98,27.721466064453125,21.748971939086914,0.18939617276191711,0.38757628202438354,0.1309213250402251
20180827_hrrrt20_pk,5.0,0.98,57.137027740478516,47.29456329345703,0.28146255016326904,0.1701626479625702,0.3069958948670451
20180827_hrrrt22_npk,10.0,0.98,40.36561965942383,33.551395416259766,0.21131768822669983,0.1724834442138672,0.19593457930472508
20180827_hrrrt22_idw,10.0,0.98,25.520648956298828,19.371305465698242,0.19127237796783447,0.42043742537498474,0.14344922999885756
20180827_hrrrt22_ordinary_kriging,10.0,0.98,32.529293060302734,25.66069984436035,0.24409930408000946,0.39011693000793457,0.1657250244454235
20180827_hrrrt22_pk,10.0,0.98,39.982566833496094,33.541690826416016,0.20934361219406128,0.13275471329689026,0.18665980474708818
20180827_hrrrt22_npk,1.0,0.98,94.75186920166016,84.57322692871094,0.5064375400543213,0.4064376950263977,0.3693427858895578
20180827_hrrrt22_idw,1.0,0.98,35.268001556396484,26.493589401245117,0.2531434893608093,0.5951266884803772,0.16332024947562307
20180827_hrrrt22_ordinary_kriging,1.0,0.98,36.879329681396484,28.723865509033203,0.2717367112636566,0.6583640575408936,0.17162971260139773
20180827_hrrrt22_pk,1.0,0.98,70.01276397705078,60.961849212646484,0.37578171491622925,0.34054437279701233,0.3103819213312906
20180827_hrrrt22_npk,20.0,0.98,17.60763931274414,12.796154975891113,0.08068407326936722,0.049198735505342484,0.017634205014840296
20180827_hrrrt22_idw,20.0,0.98,22.351165771484375,17.027158737182617,0.17499984800815582,0.2974209487438202,0.1250054844068873
20180827_hrrrt22_ordinary_kriging,20.0,0.98,31.068344116210938,24.77631950378418,0.23253656923770905,0.2961658835411072,0.15547598728512513
20180827_hrrrt22_pk,20.0,0.98,17.604928970336914,12.81175708770752,0.08537077158689499,0.050004567950963974,0.06208924741093072
20180827_hrrrt22_npk,30.0,0.98,15.26777458190918,11.094491004943848,0.07370582222938538,0.03995588421821594,0.026301774074067828
20180827_hrrrt22_idw,30.0,0.98,22.14700698852539,17.31415557861328,0.16721804440021515,0.25724396109580994,0.11506678367831698
20180827_hrrrt22_ordinary_kriging,30.0,0.98,32.93894958496094,26.588912963867188,0.22718821465969086,0.24857622385025024,0.14841422705982857
20180827_hrrrt22_pk,30.0,0.98,16.933109283447266,11.888031959533691,0.07659253478050232,0.049274057149887085,0.024520139760888272
20180827_hrrrt22_npk,5.0,0.98,51.87039566040039,45.207862854003906,0.2912071943283081,0.19594919681549072,0.2973733025866268
20180827_hrrrt22_idw,5.0,0.98,30.159709930419922,22.692445755004883,0.2183728963136673,0.4645653963088989,0.15730173307676473
20180827_hrrrt22_ordinary_kriging,5.0,0.98,34.48345947265625,27.005653381347656,0.2540786564350128,0.43825653195381165,0.1697823960748812
20180827_hrrrt22_pk,5.0,0.98,45.58894348144531,38.0013542175293,0.24905434250831604,0.16799083352088928,0.2815660533785881
20180828_hrrrt22_npk,10.0,0.98,60.809818267822266,51.99240493774414,0.2933328151702881,0.2386205792427063,0.2293917588085311
20180828_hrrrt22_idw,10.0,0.98,23.701122283935547,17.887441635131836,0.17321015894412994,0.43076711893081665,0.12367218828466747
20180828_hrrrt22_ordinary_kriging,10.0,0.98,29.378915786743164,22.49688148498535,0.21383953094482422,0.4000328481197357,0.1390390187632898
20180828_hrrrt22_pk,10.0,0.98,57.67626190185547,48.483154296875,0.27063092589378357,0.21301603317260742,0.22112885665245344
20180828_hrrrt22_npk,1.0,0.98,103.59272766113281,96.28821563720703,0.531243085861206,0.3872290849685669,0.3482111520461214
20180828_hrrrt22_idw,1.0,0.98,27.37984275817871,20.428007125854492,0.21116343140602112,0.6386264562606812,0.12701254226470118
20180828_hrrrt22_ordinary_kriging,1.0,0.98,31.972070693969727,23.56878662109375,0.2395552098751068,0.5770342350006104,0.14404353576797976
20180828_hrrrt22_pk,1.0,0.98,92.49173736572266,83.15520477294922,0.46070051193237305,0.4192551374435425,0.3599071796220425
20180828_hrrrt22_npk,20.0,0.98,28.308504104614258,22.22459602355957,0.13017410039901733,0.11456131935119629,0.0536868359908478
